Date,Open,High,Low,Close,Volume,Daily_Return,MA20,MA50,MA200,Volatility_30,Cumulative_Return
2025-01-02,32.7,33.0,32.5,32.6,304260,-0.003058103975535187,32.72,33.57,34.363,0.016519604196190005,0.7425968109339405
2025-01-05,33.2,33.2,32.1,32.5,174333,-0.0030674846625767804,32.675,33.482,34.3245,0.016520013078496446,0.7403189066059221
2025-01-06,32.5,33.0,32.2,32.5,104066,0.0,32.589999999999996,33.412000000000006,34.287,0.015000718905580569,0.7403189066059221
2025-01-07,32.5,33.1,32.1,32.2,252670,-0.009230769230769154,32.54,33.354,34.2475,0.014539150736837392,0.7334851936218675
2025-01-08,32.8,32.8,32.0,32.0,190903,-0.006211180124223725,32.485,33.32000000000001,34.2075,0.01456168233768645,0.7289293849658309
2025-01-09,32.2,32.5,31.6,31.7,421670,-0.009375000000000022,32.43,33.294000000000004,34.167,0.014570425448560726,0.7220956719817763
2025-01-12,31.8,32.3,31.4,31.5,97974,-0.006309148264984188,32.36,33.242,34.1275,0.01438522494883628,0.7175398633257398
2025-01-13,32.5,32.5,30.5,30.6,487876,-0.02857142857142858,32.3,33.144,34.085499999999996,0.014852637437599252,0.6970387243735758
2025-01-14,30.6,31.7,30.3,30.6,114426,0.0,32.239999999999995,33.056,34.0435,0.014862088995784967,0.6970387243735758
2025-01-15,30.6,31.4,30.0,30.5,133190,-0.0032679738562092497,32.144999999999996,32.984,34.0005,0.014852778838145793,0.6947608200455575
2025-01-16,30.5,31.0,30.2,30.4,121061,-0.003278688524590234,32.03,32.89,33.9585,0.014852921367850203,0.6924829157175393
2025-01-19,30.4,31.0,30.2,30.6,76487,0.00657894736842124,31.93,32.792,33.918,0.014916352529267402,0.6970387243735758
2025-01-20,30.6,31.4,30.3,31.2,176345,0.019607843137254832,31.880000000000003,32.734,33.882999999999996,0.01466662068518446,0.7107061503416852
2025-01-21,31.3,31.7,31.0,31.2,180949,0.0,31.8,32.684,33.848,0.013805666457869514,0.7107061503416852
2025-01-22,31.3,31.4,31.0,31.1,103027,-0.0032051282051280827,31.744999999999997,32.644,33.816,0.01380621090986155,0.708428246013667
2025-01-23,31.2,31.4,30.9,31.1,130203,0.0,31.65,32.602000000000004,33.786,0.013744955917196988,0.708428246013667
2025-01-26,31.2,31.3,30.8,31.2,246691,0.003215434083601254,31.555,32.546,33.762,0.013746966816713316,0.7107061503416853
2025-01-27,31.3,31.7,31.0,31.3,187480,0.0032051282051281937,31.51,32.498000000000005,33.74850000000001,0.012388532522195305,0.7129840546697035
2025-01-28,31.4,31.5,31.0,31.2,157367,-0.0031948881789137795,31.435000000000002,32.431999999999995,33.7325,0.012398225116964793,0.7107061503416853
2025-01-29,31.3,31.6,31.0,31.0,82580,-0.0064102564102563875,31.35,32.367999999999995,33.704,0.011880480630183881,0.7061503416856488
2025-01-30,31.8,31.8,31.0,31.2,81588,0.006451612903225712,31.28,32.32,33.6785,0.011804408245344773,0.7107061503416852
2025-02-02,31.2,31.6,30.9,31.0,58469,-0.0064102564102563875,31.205000000000002,32.27,33.6525,0.011835524050875778,0.7061503416856487
2025-02-03,31.4,31.4,30.9,30.9,63986,-0.003225806451612967,31.125,32.194,33.629,0.011668595882250934,0.7038724373576305
2025-02-04,30.9,31.4,30.7,30.9,129326,0.0,31.060000000000002,32.134,33.6035,0.011050113320593675,0.7038724373576305
2025-02-05,30.9,31.5,30.9,31.4,130001,0.016181229773462702,31.03,32.086,33.5775,0.011082084019077506,0.7152619589977216
2025-02-06,31.5,32.0,31.2,31.7,165519,0.009554140127388644,31.029999999999994,32.05,33.5525,0.010177692293478929,0.7220956719817764
2025-02-09,31.8,32.2,31.4,31.5,270420,-0.006309148264984188,31.029999999999994,32.02,33.5265,0.010183870346906421,0.7175398633257399
2025-02-10,31.3,31.5,31.1,31.2,100855,-0.009523809523809601,31.060000000000002,31.974,33.496,0.009106904304663757,0.7107061503416852
2025-02-11,31.3,31.7,31.2,31.5,165770,0.009615384615384581,31.105,31.936000000000003,33.4735,0.008795286028342512,0.7175398633257398
2025-02-12,31.6,32.2,31.4,31.5,45509,0.0,31.155,31.898000000000003,33.4495,0.008795286028342512,0.7175398633257398
2025-02-13,31.5,32.0,31.3,31.3,51584,-0.006349206349206327,31.2,31.858,33.428999999999995,0.008839571780570002,0.7129840546697034
2025-02-16,31.4,31.9,31.3,31.5,97181,0.006389776357827559,31.244999999999997,31.82,33.41,0.008943047044764145,0.7175398633257399
2025-02-17,31.6,32.1,31.5,31.7,101869,0.006349206349206327,31.27,31.770000000000003,33.393,0.00904216690946984,0.7220956719817764
2025-02-18,31.5,31.9,31.3,31.3,95032,-0.012618296529968376,31.275,31.732000000000003,33.3835,0.009171426346419643,0.7129840546697035
2025-02-19,31.8,31.8,31.1,31.2,158332,-0.0031948881789137795,31.28,31.694000000000003,33.3775,0.009127665051497567,0.7107061503416853
2025-02-20,31.8,31.8,31.0,31.1,18357,-0.0032051282051280827,31.28,31.66,33.3685,0.008996432400635239,0.7084282460136672
2025-02-23,31.2,31.4,31.1,31.3,83612,0.006430868167202508,31.284999999999997,31.628,33.361999999999995,0.009018186882072244,0.7129840546697036
2025-02-24,31.4,32.0,31.3,31.8,163237,0.015974440894568787,31.310000000000002,31.627999999999997,33.3615,0.007760674301530761,0.7243735763097948
2025-02-25,31.9,32.4,31.7,32.0,225552,0.0062893081761006275,31.35,31.631999999999998,33.365500000000004,0.007808808945211218,0.7289293849658313
2025-02-26,32.0,32.6,31.2,31.5,212033,-0.015625,31.375,31.614,33.361,0.008375508098044507,0.7175398633257402
2025-02-27,31.6,32.5,31.5,32.2,178075,0.022222222222222365,31.425,31.604,33.3585,0.009171029990045425,0.7334851936218678
2025-03-02,32.2,32.5,31.7,31.8,113552,-0.012422360248447228,31.465000000000003,31.587999999999997,33.353,0.009491558173248883,0.7243735763097949
2025-03-03,31.9,32.2,31.7,31.9,83300,0.0031446540880502027,31.515000000000004,31.582000000000004,33.3475,0.008852549632694674,0.726651480637813
2025-03-04,31.9,32.2,31.4,31.5,166116,-0.01253918495297801,31.544999999999998,31.555999999999997,33.3375,0.009180476861606026,0.7175398633257402
2025-03-05,31.5,32.0,31.0,31.1,167493,-0.012698412698412653,31.53,31.534000000000002,33.3205,0.009466738741773659,0.7084282460136673
2025-03-06,31.4,31.8,31.2,31.3,119458,0.006430868167202508,31.51,31.500000000000004,33.3065,0.009538265412409269,0.7129840546697037
2025-03-09,31.3,32.0,31.1,31.2,52656,-0.0031948881789137795,31.495000000000005,31.462,33.291,0.009541520335329155,0.7107061503416855
2025-03-10,31.3,31.7,30.6,30.7,419376,-0.01602564102564108,31.47,31.432,33.274499999999996,0.00995868614890955,0.6993166287015944
2025-03-11,31.0,31.7,30.9,31.0,45195,0.009771986970684043,31.445,31.398000000000003,33.262,0.010122103947657762,0.706150341685649
2025-03-12,31.0,31.3,31.0,31.1,47576,0.003225806451612856,31.425,31.366000000000003,33.2525,0.010069841769484758,0.7084282460136673
2025-03-13,31.2,31.6,31.1,31.3,36251,0.006430868167202508,31.425,31.34,33.2465,0.010069395270105884,0.7129840546697037
2025-03-16,31.3,31.4,30.6,30.9,145673,-0.012779552715655007,31.395000000000003,31.307999999999996,33.2395,0.010277603142671152,0.7038724373576308
2025-03-17,30.9,31.4,30.6,30.7,111135,-0.006472491909385036,31.345,31.272,33.2325,0.01032908939404372,0.6993166287015944
2025-03-18,30.7,31.0,30.7,30.9,42396,0.006514657980456029,31.325,31.246,33.231,0.010400907224904108,0.7038724373576308
2025-03-19,30.9,31.1,30.7,30.8,45140,-0.003236245954692518,31.305,31.221999999999998,33.23,0.009957304400372883,0.7015945330296126
2025-03-20,31.0,31.3,30.8,31.2,142677,0.01298701298701288,31.309999999999995,31.212000000000003,33.23,0.010096709335483728,0.7107061503416854
2025-03-23,31.2,31.4,30.4,30.5,164902,-0.022435897435897467,31.27,31.192000000000004,33.231,0.010821048379447444,0.6947608200455578
2025-03-24,30.0,30.7,29.9,30.4,95264,-0.003278688524590234,31.2,31.188,33.2335,0.010711291270829348,0.6924829157175396
2025-03-25,31.0,32.0,30.4,31.7,474771,0.04276315789473695,31.184999999999995,31.21,33.236999999999995,0.013235954260861684,0.7220956719817766
2025-03-27,31.9,32.1,31.1,31.4,62190,-0.009463722397476393,31.179999999999996,31.228,33.242999999999995,0.013355463360836603,0.7152619589977219
2025-04-06,31.4,31.4,30.9,31.1,86906,-0.009554140127388422,31.125,31.241999999999997,33.251,0.013420492665666426,0.7084282460136674
2025-04-07,31.2,31.7,31.1,31.3,86557,0.006430868167202508,31.1,31.256,33.2545,0.013421182831611977,0.7129840546697038
2025-04-08,31.0,31.5,30.8,31.0,139590,-0.009584664536741228,31.055,31.252,33.260999999999996,0.013471288599692374,0.7061503416856492
2025-04-09,31.0,31.2,30.6,30.7,144266,-0.009677419354838679,31.014999999999997,31.241999999999997,33.2665,0.013391711828366673,0.6993166287015945
2025-04-10,30.4,31.2,30.4,30.7,164434,0.0,30.994999999999997,31.234,33.2705,0.013382728315775388,0.6993166287015945
2025-04-13,30.7,31.2,30.5,30.5,112686,-0.006514657980456029,30.955000000000002,31.221999999999998,33.275999999999996,0.0134197903482929,0.6947608200455581
2025-04-15,31.3,31.3,30.3,30.5,96236,0.0,30.919999999999998,31.208000000000002,33.2815,0.013355430597660565,0.6947608200455581
2025-04-16,30.5,31.2,30.2,30.3,77089,-0.006557377049180357,30.9,31.188,33.2875,0.01300997866922612,0.6902050113895216
2025-04-17,31.0,31.0,30.3,30.5,48786,0.0066006600660066805,30.875,31.174,33.2975,0.013016552546516463,0.6947608200455582
2025-04-20,31.0,32.5,30.6,31.1,397745,0.01967213114754096,30.875,31.176000000000002,33.313500000000005,0.013289829534249217,0.7084282460136675
2025-04-21,31.1,31.6,30.8,30.9,110427,-0.006430868167202619,30.855,31.17,33.3305,0.012625328105768123,0.703872437357631
2025-04-22,30.9,31.0,30.5,30.7,109369,-0.006472491909385036,30.845,31.164,33.348,0.012490539730178607,0.6993166287015946
2025-04-23,30.7,31.0,30.5,30.6,122864,-0.0032573289902279035,30.840000000000003,31.157999999999998,33.3635,0.012470224869558257,0.6970387243735765
2025-04-24,30.9,30.9,30.2,30.4,70779,-0.0065359477124183885,30.815000000000005,31.148000000000003,33.373,0.012331235433784659,0.69248291571754
2025-04-27,30.7,30.7,29.7,30.1,192482,-0.009868421052631526,30.78,31.122,33.3775,0.012250096866687906,0.6856492027334853
2025-04-28,30.3,30.5,30.0,30.1,86554,0.0,30.725,31.09,33.3805,0.012171285168280702,0.6856492027334853
2025-04-29,30.3,30.4,29.9,29.9,114596,-0.006644518272425293,30.695000000000004,31.057999999999996,33.381,0.012206717903926743,0.6810933940774488
2025-04-30,30.1,30.1,29.7,29.7,91445,-0.006688963210702337,30.659999999999997,31.028,33.3775,0.011935563423734842,0.6765375854214124
2025-05-04,30.0,30.0,29.5,29.7,105883,0.0,30.560000000000002,30.991999999999997,33.375499999999995,0.011762543829631312,0.6765375854214124
2025-05-05,30.0,30.0,29.7,29.9,147937,0.006734006734006703,30.485000000000003,30.96,33.3775,0.011826978746262241,0.6810933940774488
2025-05-06,30.0,31.0,29.7,30.4,242522,0.01672240802675584,30.45,30.941999999999997,33.3825,0.012200626149398444,0.69248291571754
2025-05-07,31.2,31.2,29.6,29.7,172988,-0.023026315789473673,30.369999999999997,30.906,33.379,0.01267870032450325,0.6765375854214124
2025-05-08,29.7,30.5,29.7,30.4,158831,0.023569023569023573,30.339999999999996,30.879999999999995,33.368500000000004,0.013416292371756785,0.69248291571754
2025-05-13,30.0,30.0,28.7,28.8,271306,-0.05263157894736836,30.244999999999997,30.83,33.3435,0.01640271211539036,0.6560364464692484
2025-05-14,28.9,28.9,27.7,27.9,176442,-0.03125000000000011,30.105,30.763999999999996,33.317,0.017239069516173045,0.6355353075170843
2025-05-15,27.8,28.0,27.1,27.3,125160,-0.02150537634408589,29.945,30.688,33.2915,0.017276138149450452,0.6218678815489751
2025-05-17,27.3,27.9,26.8,27.8,94131,0.01831501831501825,29.809999999999995,30.618000000000002,33.2645,0.017402286673820242,0.6332574031890662
2025-05-18,27.9,28.4,27.2,27.3,114917,-0.017985611510791366,29.660000000000004,30.528000000000002,33.2385,0.01761803280745932,0.6218678815489751
2025-05-19,27.3,27.8,27.1,27.4,67700,0.00366300366300365,29.505000000000003,30.436,33.2145,0.015388251563562945,0.6241457858769933
2025-05-20,27.8,27.8,27.3,27.5,45299,0.0036496350364965124,29.325,30.355999999999998,33.1905,0.015435366259680203,0.6264236902050117
2025-05-21,27.5,28.0,27.3,27.4,64309,-0.0036363636363636598,29.15,30.26,33.161500000000004,0.015403610204440405,0.6241457858769934
2025-05-22,27.3,27.5,27.2,27.3,71646,-0.0036496350364962904,28.98,30.17,33.133,0.015275449255789487,0.6218678815489752
2025-05-24,27.1,27.5,27.0,27.1,87012,-0.0073260073260073,28.804999999999996,30.074,33.108,0.015254734924317516,0.6173120728929388
2025-05-25,27.3,27.3,26.9,27.0,55147,-0.0036900369003690647,28.634999999999998,29.984,33.07899999999999,0.015221868784009567,0.6150341685649205
2025-05-26,27.0,27.2,26.0,26.7,148227,-0.011111111111111183,28.464999999999996,29.896,33.053000000000004,0.01525234950228194,0.6082004555808659
2025-05-27,26.7,27.6,26.3,26.4,49728,-0.011235955056179803,28.28,29.798,33.028,0.015297838883170302,0.6013667425968112
2025-05-28,26.7,26.9,25.9,26.0,137378,-0.015151515151515138,28.084999999999997,29.694000000000003,33.005500000000005,0.015387646735786376,0.5922551252847383
2025-05-29,26.0,26.9,26.0,26.8,128861,0.030769230769230882,27.940000000000005,29.616,32.9885,0.016724376206933445,0.6104783599088842
2025-06-01,26.9,27.4,26.5,27.1,80329,0.011194029850746245,27.809999999999995,29.538,32.9735,0.01684486027309655,0.6173120728929389
2025-06-02,26.6,28.3,26.5,26.9,50765,-0.0073800738007381295,27.660000000000004,29.453999999999997,32.962,0.01625927384773938,0.6127562642369023
2025-06-03,26.9,27.8,26.8,26.9,39565,0.0,27.485000000000003,29.366,32.936,0.01627798586446704,0.6127562642369023
2025-06-04,26.9,27.2,26.8,27.1,48295,0.0074349442379182396,27.355,29.29,32.895,0.016416758869821538,0.6173120728929388
2025-06-15,26.9,27.1,26.7,27.0,80622,-0.0036900369003690647,27.185000000000002,29.215999999999998,32.836,0.01641625808643616,0.6150341685649205
2025-06-16,27.0,27.7,27.0,27.6,124184,0.022222222222222365,27.125,29.15,32.7635,0.017090783658106855,0.62870159453303
2025-06-17,27.8,27.8,27.1,27.3,65117,-0.010869565217391353,27.095,29.08,32.695499999999996,0.01710548050294788,0.6218678815489753
2025-06-18,27.3,27.7,26.9,27.5,158243,0.0073260073260073,27.105,29.006,32.634499999999996,0.017203374078435613,0.6264236902050118
2025-06-19,27.5,27.8,27.4,27.6,192311,0.0036363636363636598,27.095000000000006,28.947999999999997,32.5655,0.01722781770233296,0.62870159453303
2025-06-22,27.2,27.4,27.2,27.3,137221,-0.010869565217391353,27.095,28.886000000000003,32.4895,0.01727953537848064,0.6218678815489753
2025-06-23,27.3,27.3,27.0,27.1,35699,-0.0073260073260073,27.080000000000002,28.794,32.4185,0.017292422312342678,0.6173120728929389
2025-06-24,27.3,27.6,27.1,27.2,83720,0.0036900369003689537,27.064999999999998,28.71,32.354,0.017242783391437064,0.6195899772209571
2025-06-25,27.6,27.9,27.3,27.8,135951,0.02205882352941191,27.085,28.644000000000002,32.2985,0.017479215856073812,0.6332574031890665
2025-06-26,27.6,28.2,27.5,28.1,193784,0.010791366906474753,27.125,28.58,32.25,0.01722016151125825,0.6400911161731212
2025-06-29,28.2,28.9,28.2,28.6,222591,0.017793594306049876,27.2,28.532000000000004,32.2005,0.016958218497564112,0.6514806378132123
2025-06-30,28.5,31.0,28.2,29.0,187084,0.013986013986013957,27.3,28.498,32.150499999999994,0.014226673448386256,0.6605922551252852
2025-07-02,29.0,29.0,28.6,28.8,163716,-0.006896551724137945,27.405,28.46,32.0985,0.013005014234953632,0.6560364464692487
2025-07-03,29.5,30.4,28.8,30.0,556629,0.04166666666666674,27.585,28.45,32.0525,0.01426513300284882,0.6833712984054675
2025-07-07,30.0,31.2,29.9,30.9,529056,0.030000000000000027,27.830000000000002,28.458000000000002,32.0075,0.014838762517030705,0.7038724373576315
2025-07-08,30.5,31.6,30.3,31.3,778584,0.012944983818770295,28.054999999999996,28.478,31.961,0.014351238740601477,0.7129840546697045
2025-07-09,31.4,31.5,30.4,31.0,318082,-0.009584664536741228,28.25,28.488000000000003,31.9175,0.014585091310275695,0.7061503416856498
2025-07-10,31.4,31.6,30.8,31.0,424193,0.0,28.454999999999995,28.486,31.875,0.014605261902223684,0.7061503416856498
2025-07-13,30.9,31.2,30.5,31.0,300011,0.0,28.659999999999997,28.488000000000003,31.835,0.014553813252657297,0.7061503416856498
2025-07-14,31.0,31.3,30.8,31.2,469635,0.006451612903225712,28.865,28.498,31.7975,0.014482032568029535,0.7107061503416862
2025-07-15,31.2,33.4,31.0,33.1,1126381,0.0608974358974359,29.169999999999998,28.548000000000002,31.775,0.017576897077809493,0.7539863325740325
2025-07-16,32.3,35.6,32.3,35.2,2099975,0.06344410876132933,29.55,28.644000000000002,31.764499999999998,0.02025953736039498,0.8018223234624152
2025-07-17,35.4,36.6,34.4,34.6,1467874,-0.017045454545454586,29.915,28.734,31.750999999999998,0.02049105705766604,0.7881548974943058
2025-07-20,34.6,38.0,34.6,37.8,3779654,0.09248554913294793,30.43,28.887999999999998,31.752000000000002,0.025191837676573837,0.861047835990889
2025-07-21,37.8,39.8,36.9,38.0,2028252,0.005291005291005346,30.95,29.05,31.7535,0.024694343440888226,0.8656036446469254
2025-07-22,38.0,38.8,37.3,38.3,1708446,0.007894736842105177,31.5,29.222,31.756000000000004,0.024479426779649274,0.87243735763098
2025-07-23,38.5,39.3,37.8,38.1,889583,-0.005221932114882422,32.05,29.39,31.755,0.024686482653537036,0.8678815489749436
2025-07-24,38.1,41.9,37.5,40.9,4329440,0.0734908136482939,32.735,29.61,31.773000000000003,0.026851181708479117,0.9316628701594539
2025-07-27,40.9,41.5,39.6,40.7,1797011,-0.004889975550122161,33.38,29.816,31.785500000000003,0.0269562479019245,0.9271070615034176
2025-07-28,40.8,42.1,40.7,40.9,2740368,0.004914004914004844,34.019999999999996,30.04,31.804499999999997,0.026982100446202535,0.9316628701594539
2025-07-29,41.0,41.6,40.4,40.6,1340695,-0.007334963325183352,34.620000000000005,30.244,31.8195,0.027073268868668572,0.9248291571753993
2025-07-30,40.8,41.9,39.7,41.7,998035,0.027093596059113434,35.255,30.502,31.84,0.02713861836870698,0.9498861047835998
2025-07-31,41.8,43.3,41.1,42.4,1828488,0.01678657074340517,35.935,30.792,31.872999999999998,0.026724443763961353,0.9658314350797272
2025-08-03,43.4,43.8,41.8,42.4,1719533,0.0,36.555,31.094,31.908,0.0268313368988906,0.9658314350797272
2025-08-04,42.5,42.5,40.7,41.0,1020846,-0.03301886792452824,37.06,31.357999999999997,31.935,0.028162201669490163,0.9339407744874721
2025-08-06,41.3,41.5,39.9,40.1,619072,-0.02195121951219514,37.5,31.614,31.955499999999997,0.02856469824138187,0.9134396355353082
2025-08-07,39.9,40.6,38.6,39.9,853282,-0.004987531172069848,37.94500000000001,31.864,31.9775,0.028509664845658984,0.9088838268792717
2025-08-10,40.0,40.1,38.3,38.9,966058,-0.02506265664160401,38.34,32.092000000000006,31.9985,0.029317740602513218,0.8861047835990895
2025-08-11,38.9,40.4,38.9,39.7,564528,0.020565552699228995,38.775,32.338,32.028999999999996,0.029302039628504188,0.9043280182232355
2025-08-12,40.0,40.0,38.5,38.7,298186,-0.02518891687657432,39.15,32.566,32.054500000000004,0.030093689118870028,0.8815489749430533
2025-08-13,38.5,39.0,37.4,38.0,432786,-0.01808785529715773,39.394999999999996,32.784,32.078,0.030530441987513444,0.8656036446469256
2025-08-14,38.8,39.2,38.0,38.5,188966,0.013157894736842035,39.56,33.014,32.1075,0.030527045619817866,0.8769931662870167
2025-08-17,39.0,39.7,38.2,38.6,638195,0.0025974025974027093,39.760000000000005,33.252,32.125499999999995,0.03039555265689792,0.8792710706150351
2025-08-18,39.3,39.3,38.7,39.1,507699,0.012953367875647714,39.825,33.506,32.146,0.02981856096369956,0.8906605922551263
2025-08-19,39.2,39.3,38.0,38.2,392081,-0.023017902813299185,39.834999999999994,33.75,32.1635,0.030118202824125535,0.8701594533029623
2025-08-20,38.2,38.9,37.6,37.9,357432,-0.007853403141361404,39.815000000000005,33.972,32.1825,0.030228176946881725,0.8633257403189075
2025-08-21,38.5,38.5,37.7,37.9,174846,0.0,39.805,34.187999999999995,32.203,0.030099124181027136,0.8633257403189075
2025-08-24,38.1,38.2,37.5,37.9,315111,0.0,39.655,34.408,32.2175,0.030099124181027136,0.8633257403189075
2025-08-25,38.2,40.3,38.2,40.0,773845,0.0554089709762533,39.62,34.67,32.2365,0.03132077337310466,0.9111617312072903
2025-08-26,40.1,41.0,39.3,39.6,1007941,-0.010000000000000009,39.555,34.92,32.25,0.031510243677147935,0.9020501138952174
2025-08-27,39.2,39.5,38.8,39.1,283480,-0.012626262626262652,39.480000000000004,35.162000000000006,32.265499999999996,0.030118370927868,0.8906605922551263
2025-08-28,39.2,40.8,39.1,40.5,666426,0.03580562659846542,39.42,35.42,32.2925,0.02868922898004484,0.9225512528473814
2025-08-31,40.6,41.6,40.3,40.4,989663,-0.0024691358024692134,39.32,35.681999999999995,32.326,0.02842393985719226,0.920273348519363
2025-09-01,40.8,40.9,39.9,40.3,745055,-0.0024752475247524774,39.214999999999996,35.938,32.3625,0.02322098078563125,0.9179954441913448
2025-09-02,40.3,41.4,39.9,41.1,782190,0.01985111662531036,39.22,36.208,32.3975,0.023434826132028352,0.9362186788154908
2025-09-03,41.1,43.0,41.0,41.3,1875243,0.0048661800486617945,39.279999999999994,36.488,32.426500000000004,0.023418986857189777,0.9407744874715273
2025-09-04,41.9,42.6,41.0,42.2,1536352,0.021791767554479646,39.394999999999996,36.79,32.4625,0.023619309617206076,0.9612756264236915
2025-09-07,42.6,43.5,42.1,43.1,2188547,0.021327014218009532,39.605000000000004,37.108,32.5075,0.01993538287520467,0.9817767653758556
2025-09-08,43.0,44.4,42.3,44.2,1802135,0.025522041763341052,39.83,37.436,32.553000000000004,0.020345202461852212,1.006833712984056
2025-09-09,44.5,44.8,42.8,43.2,1962104,-0.022624434389140302,40.055,37.738,32.5915,0.020868165350979812,0.9840546697038738
2025-09-10,43.0,43.5,42.0,42.3,862420,-0.02083333333333348,40.269999999999996,38.012,32.6325,0.021219705536982457,0.9635535307517096
2025-09-11,42.0,43.7,41.7,43.3,740626,0.023640661938534313,40.510000000000005,38.297999999999995,32.6805,0.021085509804718273,0.9863325740318919
2025-09-14,43.7,43.7,41.9,42.2,800775,-0.02540415704387977,40.69,38.566,32.726,0.021432803694080335,0.9612756264236916
2025-09-15,42.3,42.5,41.5,42.2,434792,0.0,40.845,38.81,32.771,0.021432803694080335,0.9612756264236916
2025-09-16,42.5,42.7,41.8,42.0,304703,-0.004739336492891044,41.035000000000004,39.032,32.811,0.020530539189853012,0.956719817767655
2025-09-17,42.3,42.4,41.4,41.5,462929,-0.011904761904761862,41.214999999999996,39.236,32.85,0.020222799399471934,0.9453302961275639
2025-09-18,41.4,41.6,40.6,40.6,271689,-0.02168674698795181,41.35,39.428,32.880500000000005,0.020628736997967016,0.9248291571753999
2025-09-21,41.4,41.7,39.5,39.6,177114,-0.024630541871921152,41.435,39.6,32.9075,0.02061021018940814,0.9020501138952177
2025-09-22,39.2,40.5,38.3,39.1,178129,-0.012626262626262652,41.39,39.762,32.935,0.020402320634708225,0.8906605922551266
2025-09-23,39.1,39.6,39.0,39.4,163226,0.007672634271099765,41.38,39.926,32.9645,0.019896312324308666,0.8974943052391813
2025-09-24,39.8,40.9,39.7,40.6,141541,0.030456852791878264,41.455,40.076,32.994,0.02027866551864213,0.9248291571754
2025-09-25,40.7,41.5,40.7,40.8,301027,0.004926108374384119,41.47,40.187999999999995,33.0285,0.02018362426939073,0.9293849658314364
2025-09-28,40.9,41.4,39.8,40.0,382497,-0.019607843137254832,41.45,40.296,33.0595,0.020569397539798192,0.9111617312072906
2025-09-29,40.5,41.4,39.6,40.9,565456,0.022499999999999964,41.480000000000004,40.358000000000004,33.0965,0.020826683317346852,0.9316628701594546
2025-09-30,41.5,41.5,41.0,41.2,198952,0.007334963325183574,41.485,40.422000000000004,33.1375,0.020315014031769954,0.9384965831435095
2025-10-05,41.3,41.3,40.4,40.5,689120,-0.016990291262136026,41.44500000000001,40.466,33.1725,0.020546183231776635,0.9225512528473818
2025-10-06,40.6,41.3,40.6,41.0,213076,0.012345679012345734,41.385000000000005,40.524,33.210499999999996,0.02061962579002998,0.933940774487473
2025-10-07,41.2,41.2,40.5,40.6,470358,-0.009756097560975618,41.26,40.518,33.2465,0.02074233019343017,0.9248291571754002
2025-10-08,40.7,40.9,40.1,40.2,150527,-0.009852216748768461,41.06,40.508,33.281,0.01827817734569167,0.9157175398633273
2025-10-09,40.9,40.9,39.0,40.0,257124,-0.004975124378109541,40.9,40.49,33.314,0.018203148516113824,0.9111617312072907
2025-10-12,40.0,40.0,38.5,38.6,231099,-0.03499999999999992,40.715,40.45,33.336,0.019190792142634718,0.8792710706150356
2025-10-13,38.7,39.4,38.5,39.1,159895,0.012953367875647714,40.505,40.398,33.3655,0.01813471488259091,0.8906605922551268
2025-10-14,39.9,39.9,38.7,39.0,140265,-0.002557544757033292,40.345000000000006,40.33,33.395,0.018134966867851036,0.8883826879271086
2025-10-15,38.8,39.0,38.4,38.6,90027,-0.01025641025641022,40.165,40.254,33.424,0.018212039921363842,0.8792710706150357
2025-10-16,40.0,40.0,38.5,38.9,87082,0.007772020725388629,40.010000000000005,40.212,33.45399999999999,0.01785896899419603,0.8861047835990904
2025-10-19,38.8,38.9,37.0,37.4,117458,-0.03856041131105403,39.805,40.157999999999994,33.482,0.019031712407416676,0.851936218678817
2025-10-20,38.0,39.0,37.1,38.0,258836,0.016042780748663166,39.675,40.12,33.513000000000005,0.018799695799762782,0.8656036446469264
2025-10-21,38.9,38.9,37.7,37.9,91231,-0.0026315789473684292,39.589999999999996,40.1,33.540499999999994,0.018216546706296587,0.8633257403189082
2025-10-22,37.8,37.9,37.3,37.7,85653,-0.005277044854881119,39.52,40.06,33.5655,0.01733520462287502,0.8587699316628719
2025-10-23,37.6,37.8,36.8,37.2,538861,-0.01326259946949604,39.41,40.03,33.5885,0.017092207418530465,0.8473804100227808
2025-10-26,37.3,37.7,36.8,36.9,548634,-0.008064516129032362,39.225,40.007999999999996,33.611999999999995,0.016837038294069084,0.840546697038726
2025-10-27,37.0,37.0,36.6,36.7,236327,-0.005420054200541924,39.019999999999996,39.972,33.6315,0.015982137312273006,0.8359908883826895
2025-10-28,36.5,37.2,36.0,36.2,381234,-0.013623978201634857,38.83,39.924,33.6515,0.015613483879026571,0.8246013667425984
2025-10-29,36.9,36.9,35.8,36.2,407265,0.0,38.595,39.86600000000001,33.6675,0.015613483879026571,0.8246013667425984
2025-10-30,37.0,38.4,36.8,37.9,498837,0.04696132596685065,38.43,39.86,33.6915,0.018268548083117654,0.8633257403189082
2025-11-02,38.0,38.3,37.4,37.5,280185,-0.01055408970976246,38.28,39.852,33.718,0.018248154645726718,0.8542141230068353
2025-11-03,37.5,37.9,36.8,36.9,166660,-0.016000000000000014,38.075,39.832,33.739,0.018078374276434606,0.840546697038726
2025-11-04,37.5,37.5,36.4,36.5,115416,-0.010840108401083959,37.870000000000005,39.804,33.757999999999996,0.01768096053953425,0.8314350797266531
2025-11-05,36.5,36.7,36.1,36.2,105274,-0.008219178082191747,37.67,39.728,33.776,0.01761264280824034,0.8246013667425984
